name,creator,likes,active_players,favorites,visits,created_date,update_date,genre,server_size,url
Red VS Blue Capture Flag Roblox Game,@master_george,100%,0,1,22,12/30/2016,8/14/2017,Fighting,20,https://www.roblox.com/games/594694073/Red-VS-Blue-Capture-Flag-Roblox-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=594694073&position=3972&universeId=237862929
johnjohndaves action gameBETA,@johnjohndave,100%,0,6,453,05/06/2016,12/06/2017,FPS,16,https://www.roblox.com/games/409897120/johnjohndaves-action-game-BETA?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=409897120&position=3973&universeId=154866242
Mad Games Hangout,@Dylansc16,50%,0,5,206,11/20/2016,7/27/2017,All Genres,10,https://www.roblox.com/games/551899379/Mad-Games-Hangout?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=551899379&position=3976&universeId=217229369
Test for new game,@IAGamingWayYT,0%,0,0,0,9/25/2018,10/25/2018,All Genres,10,https://www.roblox.com/games/2399935607/Test-for-new-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=2399935607&position=3975&universeId=841470177
Worst Game in roblox,@OverjoyedEnrique,66%,0,2,16,5/30/2016,01/05/2018,All Genres,20,https://www.roblox.com/games/422824796/Worst-Game-in-roblox?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=422824796&position=3974&universeId=160388824
epic game,@anxiaota,100%,0,2,279,11/11/2016,01/02/2017,All Genres,10,https://www.roblox.com/games/542421734/epic-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=542421734&position=3977&universeId=213110879
My first game read description,@unicorns20167,100%,0,0,21,8/22/2016,9/19/2016,All Genres,10,https://www.roblox.com/games/486017424/My-first-game-read-description?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=486017424&position=3978&universeId=186700301
PvP Add me IN GAME for gui,@xerosfyb,66%,0,1,48,12/08/2019,12/09/2019,All Genres,10,https://www.roblox.com/games/4499965926/PvP-Add-me-IN-GAME-for-gui?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=4499965926&position=3979&universeId=1439460654
GAME HAS CHANGED MURDER,@Menac1ngMenace,60%,0,3,249,3/30/2018,07/07/2018,Horror,10,https://www.roblox.com/games/1561588783/GAME-HAS-CHANGED-MURDER?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=1561588783&position=3981&universeId=607672625
Pointless Random games and Stuff,@thee_2,50%,0,5,100,3/26/2017,3/27/2017,Adventure,10,https://www.roblox.com/games/712369378/Pointless-Random-games-and-Stuff?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=712369378&position=3980&universeId=309281854
The fun game,@Helpersociety,Unknown vote percentage,0,2,16,11/30/2017,11/30/2017,All Genres,15,https://www.roblox.com/games/1212292576/The-fun-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=1212292576&position=3982&universeId=494588597
Elemental Grind Game,@SWEDISHGECKO349,0%,0,2,434,11/26/2015,7/24/2020,All Genres,10,https://www.roblox.com/games/323746587/Elemental-Grind-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=323746587&position=3983&universeId=121068495
A Wonderful Game,@iiTraqxc,100%,0,3,169,2/13/2018,3/14/2018,All Genres,10,https://www.roblox.com/games/1416337398/A-Wonderful-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=1416337398&position=3984&universeId=564055608
War Games,@KingdomofZululand,100%,0,4,60,1/29/2017,02/05/2017,Fighting,10,https://www.roblox.com/games/632205049/War-Games?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=632205049&position=3985&universeId=261007157
Frontal gaming,@Soulium7,Unknown vote percentage,0,0,3,09/01/2019,09/01/2019,All Genres,10,https://www.roblox.com/games/3772749050/Frontal-gaming?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=3772749050&position=3986&universeId=1302384728
THE   GAME,@SIMBRE2,60%,0,3,183,3/16/2017,10/05/2017,All Genres,50,https://www.roblox.com/games/696762069/THE-GAME?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=696762069&position=3988&universeId=300256938
Game stop and more,bright world studios,Unknown vote percentage,0,0,2,07/09/2018,3/13/2020,Adventure,21,https://www.roblox.com/games/2057506378/Game-stop-and-more?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=2057506378&position=3987&universeId=724995992
Seananners gaming channel,@dismasyt,Unknown vote percentage,0,0,2,09/01/2019,09/01/2019,All Genres,10,https://www.roblox.com/games/3776757568/Seananners-gaming-channel?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=3776757568&position=3989&universeId=1303600673
The Studios Games,@Hero_Adcox900,44%,0,5,310,01/02/2017,1/29/2017,Adventure,50,https://www.roblox.com/games/598632901/The-Studios-Games?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=598632901&position=3990&universeId=240930396
Cool FPS Game Thingy,@ZDoublG,Unknown vote percentage,0,1,15,12/30/2017,12/30/2017,FPS,50,https://www.roblox.com/games/1285723297/Cool-FPS-Game-Thingy?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=1285723297&position=3991&universeId=521042915
Untitled Game,@Robloxian733017,Unknown vote percentage,0,0,0,3/20/2021,11/08/2021,Building,50,https://www.roblox.com/games/6544191857/Untitled-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6544191857&position=3992&universeId=2455945241
TEST GEARMy Very First Roblox Game,@jayxrock123,100%,0,2,25,06/08/2017,08/11/2017,All Genres,10,https://www.roblox.com/games/857301269/TEST-GEAR-My-Very-First-Roblox-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=857301269&position=3993&universeId=355426914
pizza talking game,@Thanosateceeday,Unknown vote percentage,0,0,5,10/28/2018,10/28/2018,All Genres,50,https://www.roblox.com/games/2523121071/pizza-talking-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=2523121071&position=3994&universeId=898425728
Roblox Games Trading,@imtheroblox1234,0%,0,3,148,8/14/2017,8/29/2017,All Genres,10,https://www.roblox.com/games/979331393/Roblox-Games-Trading?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=979331393&position=3995&universeId=406972843
best game ever,@GreenDopePotato,50%,0,1,10,12/19/2017,12/19/2017,All Genres,10,https://www.roblox.com/games/1254930301/best-game-ever?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=1254930301&position=3996&universeId=509283845
my game only friends,@princeb005,Unknown vote percentage,0,9,0,12/11/2017,12/11/2017,Town and City,5,https://www.roblox.com/games/1236866544/my-game-only-friends?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=1236866544&position=3997&universeId=502957840
The Bronx Game,@icantcross,100%,0,2,275,08/06/2014,5/31/2017,Town and City,50,https://www.roblox.com/games/170570432/The-Bronx-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=170570432&position=3998&universeId=81378711
New Mad Games ,@Supreme_Gamese,Unknown vote percentage,0,1,0,06/07/2018,06/07/2018,All Genres,10,https://www.roblox.com/games/1897252163/New-Mad-Games?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=1897252163&position=3999&universeId=688495465
The Ultimate Nerd Game,@Tomura_Z,100%,0,1,7,3/28/2023,04/06/2023,Building,6,https://www.roblox.com/games/12927856379/The-Ultimate-Nerd-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=12927856379&position=4001&universeId=4522806705
Gun Games,@igrek1000,100%,0,1,1,2/27/2022,3/30/2023,All Genres,6,https://www.roblox.com/games/8957052438/Gun-Games?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8957052438&position=4000&universeId=3379892502
 finally update  old roblox fighting game,@Ilovefishing832,100%,0,1,42,10/01/2022,12/03/2022,All Genres,10,https://www.roblox.com/games/11128349983/finally-update-old-roblox-fighting-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=11128349983&position=4002&universeId=3980981867
Youandi games,@WimpyZombie,Unknown vote percentage,0,0,1,09/02/2019,09/02/2019,All Genres,10,https://www.roblox.com/games/3785498630/Youandi-games?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=3785498630&position=4003&universeId=1305814608
Hunger Games,@Captain_Starling,0%,0,0,12,1/28/2018,1/28/2018,Fighting,30,https://www.roblox.com/games/1366726394/Hunger-Games?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=1366726394&position=4004&universeId=547979587
IMPOSSIBLE GLASS BRIDGE Squid Game Obby,@dreampearl30012,Unknown vote percentage,0,0,63,3/25/2023,3/29/2023,All Genres,30,https://www.roblox.com/games/12893005725/IMPOSSIBLE-GLASS-BRIDGE-Squid-Game-Obby?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=12893005725&position=4006&universeId=4512182029
Influx Clicker Game Test,@Jay13DP_Clips,100%,0,4,159,11/21/2022,12/04/2022,All Genres,6,https://www.roblox.com/games/11627963787/Influx-Clicker-Game-Test?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=11627963787&position=4005&universeId=4123648552
PewPewGame,@MoyRustang,100%,0,2,18,01/07/2022,3/30/2023,FPS,50,https://www.roblox.com/games/8473288904/PewPewGame?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8473288904&position=4007&universeId=3237747592
Survive The killersNot those area 51 games,@javamill,Unknown vote percentage,0,1,11,12/26/2019,12/26/2019,All Genres,100,https://www.roblox.com/games/4547050240/Survive-The-killers-Not-those-area-51-games?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=4547050240&position=4009&universeId=1468465609
Ragdoll game thats cool,@Missle_YT,58%,0,14,1665,06/09/2019,9/24/2020,Comedy,100,https://www.roblox.com/games/3279332866/Ragdoll-game-thats-cool?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=3279332866&position=4008&universeId=1182154058
Untitled Paintball Game Closed,Pre-Developers,100%,0,4,108,12/12/2020,3/30/2023,All Genres,100,https://www.roblox.com/games/6079153088/Untitled-Paintball-Game-Closed?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6079153088&position=4010&universeId=2206489449
Toy Fazbears and Friends The Roleplay Game,@TheFredbearsBo1Spain,0%,0,8,420,5/26/2018,11/30/2018,Horror,10,https://www.roblox.com/games/1840261184/Toy-Fazbears-and-Friends-The-Roleplay-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=1840261184&position=4011&universeId=671263913
game on roblox tycoon,@bobbyjoky6,Unknown vote percentage,0,0,5,12/25/2017,12/25/2017,Building,27,https://www.roblox.com/games/1270778961/game-on-roblox-tycoon?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=1270778961&position=4013&universeId=515306430
Save The Mad Games,@educatednewbornkid2,100%,0,2,142,6/14/2018,6/24/2018,All Genres,10,https://www.roblox.com/games/1925461929/Save-The-Mad-Games?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=1925461929&position=4014&universeId=695851603
Donation game,@ImBedwarsking1,100%,0,0,12,2/14/2023,4/23/2023,All Genres,50,https://www.roblox.com/games/12484042407/Donation-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=12484042407&position=4015&universeId=4388715784
Didyouknowgaming,@irongolem1398,Unknown vote percentage,0,0,2,09/01/2019,09/01/2019,All Genres,10,https://www.roblox.com/games/3777909953/Didyouknowgaming?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=3777909953&position=4016&universeId=1303990892
Epic Gun Game 1v1 Beta Version,@abd_qm1232,100%,0,7,87,03/03/2022,05/01/2022,Fighting,12,https://www.roblox.com/games/8992519429/Epic-Gun-Game-1v1-Beta-Version?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8992519429&position=4012&universeId=3389457981
Happy game Fixed,@jumperuner,100%,0,1,11,12/29/2021,12/30/2021,All Genres,50,https://www.roblox.com/games/8397447177/Happy-game-Fixed?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8397447177&position=4018&universeId=3213598135
Roblox World Best  Game Ever,@FaresMohamed1235,100%,0,0,19,11/30/2019,12/03/2019,All Genres,50,https://www.roblox.com/games/4474652599/Roblox-World-Best-Game-Ever?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=4474652599&position=4017&universeId=1427143918
Game,@Tyler_slayer109,Unknown vote percentage,0,0,0,03/12/2020,12/22/2020,All Genres,1,https://www.roblox.com/games/4772193597/Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=4772193597&position=4019&universeId=1602523476
untitled bloody game,@OntiStar5,100%,0,1,13,1/23/2023,3/13/2023,FPS,6,https://www.roblox.com/games/12250949164/untitled-bloody-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=12250949164&position=4020&universeId=4316301200
Just a game,@Zane_Fast,60%,0,1,172,10/27/2021,03/12/2023,All Genres,50,https://www.roblox.com/games/7850358685/Just-a-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7850358685&position=4023&universeId=3038166822
my first game,h0le,100%,0,0,3,3/29/2023,3/29/2023,FPS,6,https://www.roblox.com/games/12939019448/my-first-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=12939019448&position=4022&universeId=4526089313
2V2 FPS Game,@yanive12,100%,0,1,62,08/02/2021,3/31/2023,All Genres,4,https://www.roblox.com/games/7191707979/2V2-FPS-Game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7191707979&position=4021&universeId=2795187603
A game,@BreakingDreams789,Unknown vote percentage,0,0,0,6/28/2022,07/01/2022,All Genres,6,https://www.roblox.com/games/10056069878/A-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=10056069878&position=4024&universeId=3699461899
True game,@AldenSuperAwesome,Unknown vote percentage,0,0,0,3/27/2023,04/01/2023,All Genres,6,https://www.roblox.com/games/12915469589/True-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=12915469589&position=4025&universeId=4518982948
Ragdoll Game Beta,@eyucel01,Unknown vote percentage,0,0,0,3/23/2023,04/09/2023,All Genres,55,https://www.roblox.com/games/12870472161/Ragdoll-Game-Beta?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=12870472161&position=4026&universeId=4504775701
Epic game thing,@Iratemicrobe9,100%,0,4,29,7/17/2018,6/19/2020,Comedy,3,https://www.roblox.com/games/2093697047/Epic-game-thing?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=2093697047&position=4027&universeId=734493546
Game Test,The Hejo Peeps.,Unknown vote percentage,0,1,56,02/11/2018,7/15/2018,Adventure,10,https://www.roblox.com/games/1411981121/Game-Test?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=1411981121&position=4028&universeId=562550653
funny game,@AncientlyExpiredFood,Unknown vote percentage,0,0,1,3/31/2023,3/31/2023,All Genres,6,https://www.roblox.com/games/12957139961/funny-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=12957139961&position=4029&universeId=4531650011
RED VS BLUE WAR GAME,@sjy300,Unknown vote percentage,0,1,11,5/28/2021,7/21/2021,Fighting,30,https://www.roblox.com/games/6874889160/RED-VS-BLUE-WAR-GAME?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6874889160&position=4030&universeId=2621044242
My game,@luckygem4,Unknown vote percentage,0,1,41,11/18/2017,11/10/2019,All Genres,10,https://www.roblox.com/games/1183945697/My-game?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=1183945697&position=4032&universeId=485220889
